incident_id,opened_date,severity,affected_system_ar,incident_title_ar,incident_summary_ar,responsible_unit,status
INC-00084,2019-09-16,متوسطة,نظام التحقق الرقمي,محاولة تصيّد موجهة لمنسوبي ضبط الجودة,رسائل تصيّد تطلب بيانات هوية ودخول من الموظفين. المرجع SOC-2019-1521 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00085,2024-05-07,عالية,بوابة المستفيدين,نتائج اختبار اختراق بوابة المستفيدين - الربع الثاني 2024,تحقيق هجومي كشف مسارات تنفيذ أوامر عن بُعد قابلة للاستغلال. المرجع SOC-2024-3712 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق بعد المراجعة
INC-00086,2022-03-03,متوسطة,نظام التخطيط المؤسسي,ثغرة كشف بيانات حساسة في نظام التخطيط المؤسسي,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2022-8662 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00087,2025-07-05,متوسطة,منصة المراسلات الرسمية,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2025-3609 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00088,2025-12-03,منخفضة,بوابة المستفيدين,تصريح عن اكتمال تحديث أمني في بوابة المستفيدين - 2025,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2025-9094 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00089,2022-12-01,منخفضة,بوابة المستفيدين,بلاغ عن ضياع جهاز يحتوي بيانات هوية منسوبين,فقدان جهاز محمول يحتوي ملفات بها بيانات هوية وتواصل. المرجع SOC-2022-1113 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00090,2022-11-04,متوسطة,منصة التوثيق الإلكتروني,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2022),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2022-7597 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-00091,2023-01-05,عالية,منصة المراسلات الرسمية,خطة الاستجابة الاستراتيجية لحوادث قطاع العمليات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2023-4644 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-00092,2023-01-27,عالية,منصة التوثيق الإلكتروني,إساءة استخدام صلاحيات إدارية في منصة التوثيق الإلكتروني,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2023-7398 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00093,2021-06-04,متوسطة,شبكة الربط الحكومي,قضية احتيال إلكتروني على بوابة المدفوعات (2021),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2021-2266 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00094,2019-03-09,عالية,منصة التوثيق الإلكتروني,محاولة اختراق أنظمة التحكم في مركز التحكم بالسكك الحديدية,رصد نشاط شبكة احتيال منظمة يستهدف أنظمة تحكم منشأة حيوية وطنية. المرجع SOC-2019-8050 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00095,2020-02-23,حرجة,منصة التحليلات المؤسسية,اختراق شبكة ربط تخدم منشأة حيوية في نجران,وصول غير مصرح إلى شريحة شبكة تخدم منشأة حيوية وخطة العزل الفوري. المرجع SOC-2020-4508 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-00096,2019-08-05,عالية,نظام التخطيط المؤسسي,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2019-2908 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المراجعة
INC-00097,2020-05-21,متوسطة,منصة تبادل البيانات الوطنية,تقييم الأثر الاستراتيجي لانقطاع منصة تبادل البيانات الوطنية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2020-5128 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00098,2024-08-20,منخفضة,نظام الأرشفة الإلكترونية,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2024-7531 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-00099,2025-08-08,عالية,منصة الاجتماعات المؤمّنة,هجوم فدية على منصة الاجتماعات المؤمّنة - ينبع,قضية ابتزاز إلكتروني قيد المعالجة مع تقييم أثر التوقف التشغيلي. المرجع SOC-2025-2194 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-00100,2019-05-22,منخفضة,منصة التوثيق الإلكتروني,مشاركة مخطط الشبكة مع مورد دون تصريح,إرسال مخطط الشبكة الداخلية لمورد خارج قناة الاعتماد. المرجع SOC-2019-1316 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00101,2022-10-09,عالية,بوابة المستفيدين,حجب خدمة موزع على بوابة المستفيدين - مكة المكرمة,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2022-2026 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-00102,2026-04-27,منخفضة,شبكة الربط الحكومي,إحصاءات جاهزية الأمن السيبراني المعلنة - قطاع الشراكات 2026,إحصاءات مجمّعة معلنة عن مؤشرات الجاهزية دون تفاصيل تشغيلية. المرجع SOC-2026-3313 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-00103,2025-10-12,عالية,مركز البيانات الاحتياطي,خطة الاستجابة الاستراتيجية لحوادث قطاع الشراكات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2025-4644 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00104,2020-09-21,حرجة,نظام الأرشفة الإلكترونية,اشتباه تسريب مفاتيح التشفير الخاصة بنظام الأرشفة الإلكترونية,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2020-1334 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
