record_id,entity_name_ar,cr_number,main_activity,city,registration_status,dataset_source,license
OPEN-00149,مجموعة الصاعدي للتعليم والتدريب,2050529292,البحث والتطوير,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00150,مؤسسة المرواني للخدمات البيئية,2050013825,الخدمات الحكومية,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00151,مجموعة الحازمي للأعمال العقارية,6506740652,التجارة الإلكترونية,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00152,مختبرات الغامدي لتقنية المعلومات,2051764401,المقاولات,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00153,مصنع الدوسري للصناعات الغذائية,3406632422,تقنية المعلومات,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00154,شركة مساهمة الصاعدي للمقاولات,2050383567,المقاولات,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00155,مجموعة المالكي للخدمات المالية,4652046949,البحث والتطوير,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00156,مركز السواط للأمن السيبراني,4650183881,الاستشارات,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00157,مختبرات الشمري لإدارة المشاريع,7106114807,التعليم والتدريب,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00158,شركة الشهري للتعليم والتدريب,4030930118,المقاولات,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00159,مصنع الحوساوي لتقنية المعلومات,3406319576,الصناعة التحويلية,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00160,مؤسسة الجهني للترجمة والتعريب,5854809608,الاستشارات,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00161,مؤسسة المسعود للأمن السيبراني,4650309935,الطاقة والكهرباء,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00162,مركز الغامدي لإدارة المشاريع,2050363771,المقاولات,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00163,مركز الخالدي للاتصالات,1010432804,الاستيراد والتصدير,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00164,مركز العمري لإدارة المشاريع,5854651751,التجارة الإلكترونية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00165,مختبرات الخالدي للبنية التحتية,6506062426,البناء والتشييد,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00166,مصنع البلوي لتقنية المعلومات,6006336791,الخدمات اللوجستية,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00167,مكتب الخالدي للطباعة والنشر,1010777546,الإعلام والتواصل,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00168,مجموعة السهلي للمستشفيات,3406432996,المقاولات,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00169,شركة العرجاني للترجمة والتعريب,4650963578,الإعلام والتواصل,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00170,شركة مساهمة السواط للأمن السيبراني,7106638345,الاستيراد والتصدير,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00171,شركة مساهمة الشهري للصناعات الغذائية,3206209271,الإعلام والتواصل,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00172,مصنع الربيعي لتقنية المعلومات,3206441346,المقاولات,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00173,شركة مساهمة الهاجري للبنية التحتية,5606983326,التعليم والتدريب,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00174,شركة التميمي للتسويق الرقمي,2051119911,الأمن والحراسة,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00175,مختبرات التميمي للاستشارات,3406999257,التعليم والتدريب,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00176,مكتب الصاعدي للتجهيزات الطبية,4031605901,الأمن والحراسة,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00177,مركز الغامدي للتطوير البرمجي,6506451471,الاستيراد والتصدير,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00178,شركة المسعود لتقنية المعلومات,6006526651,التمويل والبنوك,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00179,مركز السلمي للتعليم والتدريب,6506058946,الطاقة والكهرباء,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00180,مركز العامري للبنية التحتية,7106039578,المقاولات,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00181,مجموعة السلمي للخدمات اللوجستية,7106488391,الاستشارات,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
