initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-00092,2021-09-29,معاهدة تعاون تقني قيد التفاوض مع تحالف صناعي دولي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2021-8949 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00093,2020-09-25,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2020-9279 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00094,2023-10-19,معاهدة تعاون تقني قيد التفاوض مع شريك تقني عالمي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2023-4248 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,غير معلن
INIT-00095,2022-05-08,عقد مورد لتوريد تجهيزات برنامج المرونة التشغيلية,بنود عقد مورد وجدول التوريد والغرامات التعاقدية. المرجع INI-2022-7157 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,معلن جزئيًا
INIT-00096,2023-09-25,مصفوفة الشركاء المحتملين لبرنامج الاستحواذ التقني,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2023-5692 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,غير معلن
INIT-00097,2025-08-12,مشروع تحديث أنظمة مركز التحكم بالشبكة الكهربائية - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2025-8795 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,غير معلن
INIT-00098,2025-01-17,خطة دخول سوق المدينة المنورة - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2025-2623 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد الدراسة,معلن جزئيًا
INIT-00099,2024-03-20,معاهدة تعاون تقني قيد التفاوض مع دولة شريكة,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2024-4555 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00100,2024-10-30,مبادرة داخلية رقم SI-2024-309 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2024-1893 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,معلن جزئيًا
INIT-00101,2023-08-22,الميزانية الاستراتيجية لبرنامج المدن الذكية 2023-2026,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2023-6015 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,غير معلن
INIT-00102,2024-01-13,جدول بدلات ورواتب فريق برنامج تكامل الأنظمة الحكومية,جدول رواتب وبدلات أعضاء الفريق خلال مراحل التنفيذ. المرجع INI-2024-9208 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,غير معلن
INIT-00103,2022-11-05,إعادة هيكلة قطاع العمليات - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2022-3596 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,معلن جزئيًا
INIT-00104,2024-04-03,مذكرة تفاهم مع صندوق استثماري دولي لتنفيذ برنامج الذكاء الاصطناعي المؤسسي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2024-3235 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,معلن جزئيًا
INIT-00105,2019-04-18,مصفوفة الشركاء المحتملين لبرنامج المدن الذكية,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2019-3929 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,معلن جزئيًا
INIT-00106,2022-08-31,الميزانية الاستراتيجية لبرنامج تحديث البنية التقنية 2022-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2022-2912 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,معلن جزئيًا
INIT-00107,2024-01-05,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2024-5655 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,غير معلن
INIT-00108,2020-10-01,الميزانية الاستراتيجية لبرنامج التحول الرقمي 2020-2022,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2020-3206 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,معلن جزئيًا
INIT-00109,2024-05-12,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2024-1487 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-00110,2022-01-19,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2022-6232 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,معتمدة داخليًا,معلن جزئيًا
INIT-00111,2023-11-04,مصفوفة الشركاء المحتملين لبرنامج الاستحواذ التقني,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2023-2638 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,معلن جزئيًا
INIT-00112,2025-08-09,مذكرة تفاهم مع تحالف صناعي دولي لتنفيذ برنامج المدن الذكية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2025-6751 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد الدراسة,معلن جزئيًا
INIT-00113,2020-12-04,مذكرة تفاهم مع منظمة إقليمية لتنفيذ برنامج الاستحواذ التقني,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2020-2486 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00114,2020-03-26,خطة دخول سوق مكة المكرمة - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2020-5115 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-00115,2022-10-24,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2022-6575 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-00116,2020-11-29,جدول بدلات ورواتب فريق برنامج تكامل الأنظمة الحكومية,جدول رواتب وبدلات أعضاء الفريق خلال مراحل التنفيذ. المرجع INI-2020-2094 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,غير معلن
